"","POPULATION","CU_NAME","FULL_CU_IN","POP_ID","SPECIES_QUALIFIED","SPECIES","AREA","FAZ","MAZ","QUALITY","weight","nYears","CU_findex","PSE_region"
"CM51526","Haslam Creek Chum","GEORGIA STRAIT","CM-4",51526,"CM","Chum","17","EVI","GStr",4.2,0.119202922022118,22,NA,"Vancouver Island & Mainland Inlets"
"CM51556","Walker Creek Chum","GEORGIA STRAIT","CM-4",51556,"CM","Chum","17","EVI","GStr",5.25,0.119202922022118,48,NA,"Vancouver Island & Mainland Inlets"
"CM51566","Bush Creek Chum","GEORGIA STRAIT","CM-4",51566,"CM","Chum","17","EVI","GStr",4.33333333333333,0.119202922022118,52,NA,"Vancouver Island & Mainland Inlets"
"CM51576","Tyee Creek Chum","GEORGIA STRAIT","CM-4",51576,"CM","Chum","17","EVI","GStr",4,0.119202922022118,30,NA,"Vancouver Island & Mainland Inlets"
"CM51586","Holland Creek Chum","GEORGIA STRAIT","CM-4",51586,"CM","Chum","17","EVI","GStr",3.57142857142857,0.119202922022118,54,NA,"Vancouver Island & Mainland Inlets"
"CM51596","Stocking Creek Chum","GEORGIA STRAIT","CM-4",51596,"CM","Chum","17","EVI","GStr",3.33333333333333,0.119202922022118,52,NA,"Vancouver Island & Mainland Inlets"
"CM51613","Amback Creek (Rivers Inlet) Chum","RIVERS INLET","CM-13",51613,"CM","Chum","9","RSI","HStr",7,0.119202922022118,10,NA,"Central Coast"
"CM51618","Dallery Creek (Rivers Inlet) Chum","RIVERS INLET","CM-13",51618,"CM","Chum","9","RSI","HStr",6,0.119202922022118,15,NA,"Central Coast"
"CM51623","Ashlulm Creek (Rivers Inlet) Chum","RIVERS INLET","CM-13",51623,"CM","Chum","9","RSI","HStr",5.6,0.119202922022118,24,NA,"Central Coast"
"CM51628","Machmell River (Rivers Inlet) Chum","RIVERS INLET","CM-13",51628,"CM","Chum","9","RSI","HStr",7,0.119202922022118,1,NA,"Central Coast"
"CM51633","Neechanz River (Rivers Inlet) Chum","RIVERS INLET","CM-13",51633,"CM","Chum","9","RSI","HStr",7,0.119202922022118,4,NA,"Central Coast"
"CM51638","Genesee Creek (Rivers Inlet) Chum","RIVERS INLET","CM-13",51638,"CM","Chum","9","RSI","HStr",5.5,0.119202922022118,11,NA,"Central Coast"
"CM51653","Washwash River (Rivers Inlet) Chum","RIVERS INLET","CM-13",51653,"CM","Chum","9","RSI","HStr",7,0.119202922022118,5,NA,"Central Coast"
"CM51663","Kilbella River (Rivers Inlet) Chum","RIVERS INLET","CM-13",51663,"CM","Chum","9","RSI","HStr",4.77777777777778,0.119202922022118,47,NA,"Central Coast"
"CM51668","Chuckwalla River (Rivers Inlet) Chum","RIVERS INLET","CM-13",51668,"CM","Chum","9","RSI","HStr",4.83333333333333,0.119202922022118,60,NA,"Central Coast"
"CM51673","Clyak River (Rivers Inlet) Chum","RIVERS INLET","CM-13",51673,"CM","Chum","9","RSI","HStr",4.75,0.119202922022118,65,NA,"Central Coast"
"CM51678","Young River (Rivers Inlet) Chum","RIVERS INLET","CM-13",51678,"CM","Chum","9","RSI","HStr",3,0.119202922022118,11,NA,"Central Coast"
"CM51683","Niel Creek (Rivers Inlet) Chum","RIVERS INLET","CM-13",51683,"CM","Chum","9","RSI","HStr",7,0.119202922022118,9,NA,"Central Coast"
"CM51688","Milton River (Rivers Inlet) Chum","RIVERS INLET","CM-13",51688,"CM","Chum","9","RSI","HStr",4.3,0.119202922022118,50,NA,"Central Coast"
"CM51693","Macnair Creek (Rivers Inlet) Chum","RIVERS INLET","CM-13",51693,"CM","Chum","9","HecLow","HStr",4.90909090909091,0.119202922022118,61,NA,"Central Coast"
"CM51703","Beaver Creek (Rivers Inlet) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51703,"CM","Chum","9","HecLow","HStr",7,0.119202922022118,26,NA,"Central Coast"
"CM51713","Koeye River (Bella Coola) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51713,"CM","Chum","8","HecLow","HStr",4.5,0.119202922022118,48,NA,"Central Coast"
"CM51718","Cold Creek (Bella Coola) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51718,"CM","Chum","8","HecLow","HStr",7,0.119202922022118,4,NA,"Central Coast"
"CM51723","Namu River (Bella Coola) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51723,"CM","Chum","8","HecLow","HStr",4,0.119202922022118,35,NA,"Central Coast"
"CM51728","Nootum River (Bella Coola) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51728,"CM","Chum","8","HecLow","HStr",7,0.119202922022118,41,NA,"Central Coast"
"CM51733","Quatlena River (Bella Coola) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51733,"CM","Chum","8","NC","HStr",5.5,0.119202922022118,51,NA,"Central Coast"
"CM51738","Kwatna River (Bella Coola) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51738,"CM","Chum","8","NC","HStr",5.08333333333333,0.119202922022118,62,NA,"Central Coast"
"CM51743","Thorwald Creek (Bella Coola) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51743,"CM","Chum","8","NC","HStr",7,0.119202922022118,1,NA,"Central Coast"
"CM51748","Asseek River (Bella Coola) Chum","BELLA COOLA-DEAN RIVERS","CM-16",51748,"CM","Chum","8","BCD","HStr",5.75,0.119202922022118,44,NA,"Central Coast"
"CM51753","Taleomey River (Bella Coola) Chum","BELLA COOLA-DEAN RIVERS","CM-16",51753,"CM","Chum","8","BCD","HStr",5.33333333333333,0.119202922022118,45,NA,"Central Coast"
"CM51758","Noeick River (Bella Coola) Chum","BELLA COOLA-DEAN RIVERS","CM-16",51758,"CM","Chum","8","BCD","HStr",7,0.119202922022118,32,NA,"Central Coast"
"CM51763","Camp Creek (Bella Coola) Chum","BELLA COOLA-DEAN RIVERS","CM-16",51763,"CM","Chum","8","BCD","HStr",7,0.119202922022118,39,NA,"Central Coast"
"CM51771","Bella Coola River System (Bella Coola) Chum Run 1","BELLA COOLA RIVER-LATE","CM-17",51771,"CM","Chum","8","BCD","HStr",4.9,0.119202922022118,70,"CM-16","Central Coast"
"CM51772","Bella Coola River System (Bella Coola) Chum Run 2","BELLA COOLA RIVER-LATE","CM-17",51772,"CM","Chum","8","BCD","HStr",7,0.119202922022118,3,"CM-16","Central Coast"
"CM51778","Snootli Creek (Bella Coola) Chum","BELLA COOLA RIVER-LATE","CM-17",51778,"CM","Chum","8","BCD","HStr",4.33333333333333,0.119202922022118,18,"CM-16","Central Coast"
"CM51788","Necleetsconnay River (Bella Coola) Chum","BELLA COOLA-DEAN RIVERS","CM-16",51788,"CM","Chum","8","BCD","HStr",5.83333333333333,0.119202922022118,56,NA,"Central Coast"
"CM51793","Nieumiamus Creek (Bella Coola) Chum","BELLA COOLA-DEAN RIVERS","CM-16",51793,"CM","Chum","8","BCD","HStr",6.33333333333333,0.119202922022118,25,NA,"Central Coast"
"CM51798","Nooseseck River (Bella Coola) Chum","BELLA COOLA-DEAN RIVERS","CM-16",51798,"CM","Chum","8","BCD","HStr",6.25,0.119202922022118,53,NA,"Central Coast"
"CM51803","Nusash Creek (Bella Coola) Chum","BELLA COOLA-DEAN RIVERS","CM-16",51803,"CM","Chum","8","BCD","HStr",7,0.119202922022118,4,NA,"Central Coast"
"CM51808","Dean River (Bella Coola) Chum","BELLA COOLA-DEAN RIVERS","CM-16",51808,"CM","Chum","8","BCD","HStr",4.66666666666667,0.119202922022118,61,NA,"Central Coast"
"CM51813","Grantham Creek (Bella Coola) Chum","BELLA COOLA-DEAN RIVERS","CM-16",51813,"CM","Chum","8","NC","HStr",5.06666666666667,0.119202922022118,65,NA,"Central Coast"
"CM51818","Kimsquit River (Bella Coola) Chum","BELLA COOLA-DEAN RIVERS","CM-16",51818,"CM","Chum","8","NC","HStr",4.8,0.119202922022118,69,NA,"Central Coast"
"CM51823","Skowquiltz River (Bella Coola) Chum","BELLA COOLA-DEAN RIVERS","CM-16",51823,"CM","Chum","8","NC","HStr",6.4,0.119202922022118,50,NA,"Central Coast"
"CM51828","Deep Bay Creek (Bella Coola) Chum","BELLA COOLA-DEAN RIVERS","CM-16",51828,"CM","Chum","8","NC","HStr",7,0.119202922022118,31,NA,"Central Coast"
"CM51833","Steelhead Creek (Bella Coola) Chum","BELLA COOLA-DEAN RIVERS","CM-16",51833,"CM","Chum","8","NC","HStr",6,0.119202922022118,5,NA,"Central Coast"
"CM51838","Nascall Creek (Bella Coola) Chum","BELLA COOLA-DEAN RIVERS","CM-16",51838,"CM","Chum","8","NC","HStr",7,0.119202922022118,2,NA,"Central Coast"
"CM51843","Woran Creek (Bella Coola) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51843,"CM","Chum","8","NC","HStr",5.5,0.119202922022118,61,NA,"Central Coast"
"CM51848","Cascade River (Bella Coola) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51848,"CM","Chum","8","NC","HStr",4.75,0.119202922022118,70,NA,"Central Coast"
"CM51853","Elcho Creek (Bella Coola) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51853,"CM","Chum","8","NC","HStr",4.66666666666667,0.119202922022118,71,NA,"Central Coast"
"CM51858","Frenchman Creek (Bella Coola) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51858,"CM","Chum","8","NC","HStr",5.44444444444444,0.119202922022118,59,NA,"Central Coast"
"CM51863","Martin River (Bella Coola) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51863,"CM","Chum","8","NC","HStr",5.55555555555556,0.119202922022118,57,NA,"Central Coast"
"CM51868","Goat Bushu Creek (Bella Bella) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51868,"CM","Chum","7","HecLow","HStr",5.23076923076923,0.119202922022118,57,NA,"Central Coast"
"CM51873","Walker Lake Creek (Bella Bella) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51873,"CM","Chum","7","HecLow","HStr",5,0.119202922022118,54,NA,"Central Coast"
"CM51878","Clatse Creek (Bella Bella) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51878,"CM","Chum","7","HecLow","HStr",4.66666666666667,0.119202922022118,71,NA,"Central Coast"
"CM51883","Rainbow Creek (Bella Bella) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51883,"CM","Chum","7","NC","HStr",4.77777777777778,0.119202922022118,32,NA,"Central Coast"
"CM51888","Roscoe Creek (Bella Bella) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51888,"CM","Chum","7","NC","HStr",4.27272727272727,0.119202922022118,72,NA,"Central Coast"
"CM51893","Lee Creek (Bella Bella) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51893,"CM","Chum","7","NC","HStr",4.44444444444444,0.119202922022118,67,NA,"Central Coast"
"CM51898","Quartcha Creek (Bella Bella) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51898,"CM","Chum","7","NC","HStr",4.38095238095238,0.119202922022118,71,NA,"Central Coast"
"CM51903","Emily Creek (Bella Bella) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51903,"CM","Chum","7","HecLow","HStr",7,0.119202922022118,4,NA,"Central Coast"
"CM51908","Bullock Channel Creeks (Bella Bella) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51908,"CM","Chum","7","HecLow","HStr",7,0.119202922022118,54,NA,"Central Coast"
"CM51913","Ellerslie Lagoon Creek (Bella Bella) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51913,"CM","Chum","7","HecLow","HStr",5,0.119202922022118,4,NA,"Central Coast"
"CM51918","Pine River (Bella Bella) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51918,"CM","Chum","7","NC","HStr",7,0.119202922022118,35,NA,"Central Coast"
"CM51923","Chamiss Creek (Bella Bella) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51923,"CM","Chum","7","HecLow","HStr",4.40909090909091,0.119202922022118,69,NA,"Central Coast"
"CM51928","Neekas Creek (Bella Bella) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51928,"CM","Chum","7","HecLow","HStr",4.04761904761905,0.119202922022118,71,NA,"Central Coast"
"CM51933","Spiller Lagoon Creek (Bella Bella) Chum","HECATE LOWLANDS","CM-18",51933,"CM","Chum","7","HecLow","HStr",7,0.119202922022118,9,NA,"Central Coast"
"CM51938","Tankeeah River (Bella Bella) Chum","HECATE LOWLANDS","CM-18",51938,"CM","Chum","7","HecLow","HStr",4.33333333333333,0.119202922022118,51,NA,"Central Coast"
"CM51943","Tuno Creek (Bella Bella) Chum","HECATE LOWLANDS","CM-18",51943,"CM","Chum","7","HecLow","HStr",7,0.119202922022118,4,NA,"Central Coast"
"CM51948","Tuno Creek West (Bella Bella) Chum","HECATE LOWLANDS","CM-18",51948,"CM","Chum","7","HecLow","HStr",7,0.119202922022118,3,NA,"Central Coast"
"CM51953","Windfall Creek (Bella Bella) Chum","HECATE LOWLANDS","CM-18",51953,"CM","Chum","7","HecLow","HStr",7,0.119202922022118,19,NA,"Central Coast"
"CM51958","Tom Bay Creek (Bella Bella) Chum","HECATE LOWLANDS","CM-18",51958,"CM","Chum","7","HecLow","HStr",4.85714285714286,0.119202922022118,52,NA,"Central Coast"
"CM51963","Nameless Creek (Bella Bella) Chum","HECATE LOWLANDS","CM-18",51963,"CM","Chum","7","HecLow","HStr",6,0.119202922022118,49,NA,"Central Coast"
"CM51968","Salmon Bay Creek (Bella Bella) Chum","HECATE LOWLANDS","CM-18",51968,"CM","Chum","7","HecLow","HStr",4.94117647058824,0.119202922022118,67,NA,"Central Coast"
"CM51973","Hird Point Creek (Bella Bella) Chum","HECATE LOWLANDS","CM-18",51973,"CM","Chum","7","HecLow","HStr",4.69230769230769,0.119202922022118,60,NA,"Central Coast"
"CM51978","Lard Creek (Bella Bella) Chum","MUSSEL-KYNOCH","CM-19",51978,"CM","Chum","7","NC","HStr",4.3,0.119202922022118,62,NA,"Central Coast"
"CM51983","Kainet Creek (Bella Bella) Chum","MUSSEL-KYNOCH","CM-19",51983,"CM","Chum","7","NC","HStr",4.09090909090909,0.119202922022118,72,NA,"Central Coast"
"CM51988","Big Creek (Bella Bella) Chum","MUSSEL-KYNOCH","CM-19",51988,"CM","Chum","7","NC","HStr",5,0.119202922022118,39,NA,"Central Coast"
"CM51993","Big Bay Creek (Bella Bella) Chum","MUSSEL-KYNOCH","CM-19",51993,"CM","Chum","7","NC","HStr",4.6875,0.119202922022118,63,NA,"Central Coast"
"CM51998","Korich Creek (Bella Bella) Chum","MUSSEL-KYNOCH","CM-19",51998,"CM","Chum","7","NC","HStr",4.88888888888889,0.119202922022118,51,NA,"Central Coast"
"CM52003","Poison Cove Creek (Bella Bella) Chum","MUSSEL-KYNOCH","CM-19",52003,"CM","Chum","7","NC","HStr",5.07692307692308,0.119202922022118,60,NA,"Central Coast"
"CM52008","Mussel River (Bella Bella) Chum","MUSSEL-KYNOCH","CM-19",52008,"CM","Chum","7","NC","HStr",4.36363636363636,0.119202922022118,72,NA,"Central Coast"
"CM52013","Bolin Bay Creek (Bella Bella) Chum","MUSSEL-KYNOCH","CM-19",52013,"CM","Chum","7","NC","HStr",4.42857142857143,0.119202922022118,60,NA,"Central Coast"
"CM52018","Carter River (Bella Bella) Chum","MUSSEL-KYNOCH","CM-19",52018,"CM","Chum","7","NC","HStr",5.05263157894737,0.119202922022118,65,NA,"Central Coast"
"CM52026","Roy Creek Chum","GEORGIA STRAIT","CM-4",52026,"CM","Chum","14N","EVI","GStr",4,0.119202922022118,14,NA,"Vancouver Island & Mainland Inlets"
"CM52036","Trent River Chum","GEORGIA STRAIT","CM-4",52036,"CM","Chum","14N","EVI","GStr",4.5,0.119202922022118,40,NA,"Vancouver Island & Mainland Inlets"
"CM52046","Hart Creek Chum","GEORGIA STRAIT","CM-4",52046,"CM","Chum","14N","EVI","GStr",5,0.119202922022118,17,NA,"Vancouver Island & Mainland Inlets"
"CM52056","Tsable River Chum","GEORGIA STRAIT","CM-4",52056,"CM","Chum","14N","EVI","GStr",2.75,0.119202922022118,49,NA,"Vancouver Island & Mainland Inlets"
"CM52076","Kootowis Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52076,"CM","Chum","24","WVI","WVI",7,0.119202922022118,46,NA,"Vancouver Island & Mainland Inlets"
"CM52086","Kennedy Lake Chum","SOUTHWEST VANCOUVER ISLAND",NA,52086,"CM","Chum","24",NA,NA,6,0.119202922022118,3,NA,NA
"CM52106","Kennedy River (Upper) Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52106,"CM","Chum","24","WVI","WVI",4.27272727272727,0.119202922022118,12,NA,"Vancouver Island & Mainland Inlets"
"CM52116","Kennedy River (Lower) Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52116,"CM","Chum","24","WVI","WVI",7,0.119202922022118,13,NA,"Vancouver Island & Mainland Inlets"
"CM52136","Muriel Lake Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52136,"CM","Chum","24","WVI","WVI",7,0.119202922022118,1,NA,"Vancouver Island & Mainland Inlets"
"CM52151","Clayoquot River (Lower) Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52151,"CM","Chum","24","WVI","WVI",4,0.119202922022118,2,NA,"Vancouver Island & Mainland Inlets"
"CM52161","Clayoquot River (Upper) Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52161,"CM","Chum","24","WVI","WVI",2.5,0.119202922022118,3,NA,"Vancouver Island & Mainland Inlets"
"CM52196","Woman Island Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52196,"CM","Chum","24","WVI","WVI",6,0.119202922022118,8,NA,"Vancouver Island & Mainland Inlets"
"CM52206","Tofino Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52206,"CM","Chum","24","WVI","WVI",4.85714285714286,0.119202922022118,47,NA,"Vancouver Island & Mainland Inlets"
"CM52216","Tranquil Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52216,"CM","Chum","24","WVI","WVI",3.04545454545455,0.119202922022118,68,NA,"Vancouver Island & Mainland Inlets"
"CM52226","Warn Bay Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52226,"CM","Chum","24","WVI","WVI",4.8,0.119202922022118,64,NA,"Vancouver Island & Mainland Inlets"
"CM52236","Bulson Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52236,"CM","Chum","24","WVI","WVI",6,0.119202922022118,10,NA,"Vancouver Island & Mainland Inlets"
"CM52246","Meares Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52246,"CM","Chum","24","WVI","WVI",5.14285714285714,0.119202922022118,39,NA,"Vancouver Island & Mainland Inlets"
"CM52256","Close Creeks (2) Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52256,"CM","Chum","24","WVI","WVI",7,0.119202922022118,7,NA,"Vancouver Island & Mainland Inlets"
"CM52266","Sharp Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52266,"CM","Chum","24","WVI","WVI",5,0.119202922022118,23,NA,"Vancouver Island & Mainland Inlets"
"CM52276","Cone Creeks (2) Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52276,"CM","Chum","24","WVI","WVI",5,0.119202922022118,39,NA,"Vancouver Island & Mainland Inlets"
"CM52286","Brother Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52286,"CM","Chum","24","WVI","WVI",7,0.119202922022118,1,NA,"Vancouver Island & Mainland Inlets"
"CM52296","Sutton Mill Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52296,"CM","Chum","24","WVI","WVI",5.125,0.119202922022118,58,NA,"Vancouver Island & Mainland Inlets"
"CM52306","Fundy Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52306,"CM","Chum","24","WVI","WVI",5,0.119202922022118,20,NA,"Vancouver Island & Mainland Inlets"
"CM52316","Bedwell River Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52316,"CM","Chum","24","WVI","WVI",3.29411764705882,0.119202922022118,58,NA,"Vancouver Island & Mainland Inlets"
"CM52326","Ursus Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52326,"CM","Chum","24","WVI","WVI",3.27272727272727,0.119202922022118,13,NA,"Vancouver Island & Mainland Inlets"
"CM52336","Cypre River Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52336,"CM","Chum","24","WVI","WVI",3.95238095238095,0.119202922022118,68,NA,"Vancouver Island & Mainland Inlets"
"CM52346","Bawden Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52346,"CM","Chum","24","WVI","WVI",5,0.119202922022118,47,NA,"Vancouver Island & Mainland Inlets"
"CM52356","Porter Creek Chum","GEORGIA STRAIT","CM-4",52356,"CM","Chum","17","EVI","GStr",7,0.119202922022118,15,NA,"Vancouver Island & Mainland Inlets"
"CM52368","Cecil Creek (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52368,"CM","Chum","6","NC","HStr",7,0.119202922022118,10,NA,"Central Coast"
"CM52373","Chist Creek (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52373,"CM","Chum","6","NC","HStr",3.53846153846154,0.119202922022118,34,NA,"Central Coast"
"CM52378","Mckay Creek (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52378,"CM","Chum","6","NC","HStr",7,0.119202922022118,1,NA,"Central Coast"
"CM52388","Tetlock Creek (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52388,"CM","Chum","6","NC","HStr",5,0.119202922022118,2,NA,"Central Coast"
"CM52393","Hunter Creek (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52393,"CM","Chum","6","NC","HStr",3.22222222222222,0.119202922022118,10,NA,"Central Coast"
"CM52398","Anderson Creek (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52398,"CM","Chum","6","NC","HStr",3.55555555555556,0.119202922022118,10,NA,"Central Coast"
"CM52413","Bish Creek (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52413,"CM","Chum","6","NC","HStr",4,0.119202922022118,68,NA,"Central Coast"
"CM52418","Emsley Creek (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52418,"CM","Chum","6","NC","HStr",6.5,0.119202922022118,8,NA,"Central Coast"
"CM52423","Gilttoyees Creek (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52423,"CM","Chum","6","NC","HStr",4.5,0.119202922022118,50,NA,"Central Coast"
"CM52428","Foch River (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52428,"CM","Chum","6","NC","HStr",3.09090909090909,0.119202922022118,70,NA,"Central Coast"
"CM52433","Kihess Creek (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52433,"CM","Chum","6","NC","HStr",4.625,0.119202922022118,21,NA,"Central Coast"
"CM52438","Kitkiata Creek (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52438,"CM","Chum","6","NC","HStr",4.5,0.119202922022118,55,NA,"Central Coast"
"CM52443","Quaal River (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52443,"CM","Chum","6","NC","HStr",3.18181818181818,0.119202922022118,71,NA,"Central Coast"
"CM52448","Kiskosh Creek (Kitimat-Butedale) Chum","HECATE LOWLANDS","CM-18",52448,"CM","Chum","6","HecLow","HStr",3.71428571428571,0.119202922022118,61,NA,"Central Coast"
"CM52453","Missed Creek (Kitimat-Butedale) Chum","HECATE LOWLANDS","CM-18",52453,"CM","Chum","6","HecLow","HStr",4.8,0.119202922022118,14,NA,"Central Coast"
"CM52458","Keesil Creek (Kitimat-Butedale) Chum","HECATE LOWLANDS","CM-18",52458,"CM","Chum","6","HecLow","HStr",7,0.119202922022118,4,NA,"Central Coast"
"CM52463","Gabion River (Kitimat-Butedale) Chum","HECATE LOWLANDS","CM-18",52463,"CM","Chum","6","HecLow","HStr",4.68421052631579,0.119202922022118,51,NA,"Central Coast"
"CM52468","Belowe Creek (Grenville Principe) Chum","HECATE LOWLANDS","CM-18",52468,"CM","Chum","5","HecLow","HStr",3.8,0.119202922022118,64,NA,"Central Coast"
"CM52478","Brodie Lake Creek (Grenville Principe) Chum","HECATE LOWLANDS","CM-18",52478,"CM","Chum","5","HecLow","HStr",3.4,0.119202922022118,26,NA,"Central Coast"
"CM52483","Kxngeal Creek (Grenville Principe) Chum","HECATE LOWLANDS","CM-18",52483,"CM","Chum","5","HecLow","HStr",3.4,0.119202922022118,10,NA,"Central Coast"
"CM52488","Northness Creek (Grenville Principe) Chum","HECATE LOWLANDS","CM-18",52488,"CM","Chum","5","HecLow","HStr",4,0.119202922022118,11,NA,"Central Coast"
