"MAP_LABEL","GFE_ID","SYSTEM_SITE","GFE_TYPE","SPECIES_QUALIFIED","Y_LAT","X_LONGT","FAZ_ACRO","MAZ_ACRO","JAZ_ACRO","CU_NAME","CU_ACRO","CU_LAT","CU_LONGT","CU_TYPE","CU_INDEX","FULL_CU_IN","SBJ_ID","POP_ID","IS_INDICATOR","CMNTS","EFFECTIVE_DT","WATERSHED_CDE","FWA_WATERSHED_CDE"
145,1256,"RITHERDON CREEK","Stream","CM","48.952928652","-124.97374462","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,40496,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-118300-00000-00000-0000-0000-000-000-000-000-000-000","930-119495-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
146,1231,"SAN JUAN RIVER","Stream","CM","48.560082064","-124.398795791","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,40251,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-053800-00000-00000-0000-0000-000-000-000-000-000-000","930-055749-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
147,2474,"SAND RIVER","Stream","CM","49.113171706","-125.501477992","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,44534,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-306400-33200-00000-0000-0000-000-000-000-000-000-000","930-302211-342758-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
148,1300,"SANDHILL CREEK","Stream","CM","49.031112699","-125.685614307","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,40836,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-264800-00000-00000-0000-0000-000-000-000-000-000-000","930-257099-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
149,2293,"SANTIAGO CREEK","Stream","CM","49.802375171","-126.645915816","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,45121,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-562400-00000-00000-0000-0000-000-000-000-000-000-000","930-559965-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
150,1252,"SARITA RIVER","Stream","CM","48.897885498","-125.009096525","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,40456,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-110800-00000-00000-0000-0000-000-000-000-000-000-000","930-112460-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
151,1282,"SECHART CREEK","Stream","CM","48.955354417","-125.248827461","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,40736,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-209300-00000-00000-0000-0000-000-000-000-000-000-000","930-203749-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
152,1322,"SHARP CREEK","Stream","CM","49.184265296","-125.863097527","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,52266,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"935-302000-14700-00000-0000-0000-000-000-000-000-000-000","935-334340-148410-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
153,1415,"SILBURN CREEK","Stream","CM","50.149687309","-127.124992516","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,41891,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-673300-06300-00000-0000-0000-000-000-000-000-000-000","930-673175-063720-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
154,1353,"SILVERADO CREEK","Stream","CM","49.627573702","-126.37006642","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,41296,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-494700-00000-00000-0000-0000-000-000-000-000-000-000","930-491288-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
155,1298,"SMITH CREEK","Stream","CM","48.978293053","-125.574066627","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,40816,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-244500-00000-00000-0000-0000-000-000-000-000-000-000","930-237609-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
156,1272,"SNUG BASIN CREEK","Stream","CM","49.025177802","-125.023664054","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,40636,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-161600-00000-00000-0000-0000-000-000-000-000-000-000","930-163426-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
157,1411,"SOATWOON CREEK","Stream","CM","50.028363897","-127.109650246","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,41851,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-654500-00000-00000-0000-0000-000-000-000-000-000-000","930-653112-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
158,1261,"SOMASS RIVER","Stream","CM","49.246176388","-124.820147584","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,40546,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-137400-00000-00000-0000-0000-000-000-000-000-000-000","930-139262-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
159,11485,"SOMASS-SPROAT-GC SYSTEM","Stream Aggregate","CM","49.246176388","-124.820147584","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,3305,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-137400-00000-00000-0000-0000-000-000-000-000-000-000","930-139262-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
160,1301,"SOUTH BAY #1 CREEK","Stream","CM","49.097252985","-125.832064302","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,40846,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-289400-00000-00000-0000-0000-000-000-000-000-000-000","930-283282-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
161,1371,"SUCWOA RIVER","Stream","CM","49.80357031","-126.497941083","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,41456,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-540600-00000-00000-0000-0000-000-000-000-000-000-000","930-538584-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
162,1250,"SUGSAW CREEK","Stream","CM","48.837947644","-125.105552044","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,40436,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-101400-00000-00000-0000-0000-000-000-000-000-000-000","930-103653-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
163,1325,"SUTTON MILL CREEK","Stream","CM","49.205403486","-125.801834475","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,52296,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"935-302000-82300-00000-0000-0000-000-000-000-000-000-000","935-334340-822881-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
164,1344,"SYDNEY RIVER","Stream","CM","49.513741448","-126.296869238","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,41206,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-433800-00000-00000-0000-0000-000-000-000-000-000-000","930-429922-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
165,1377,"TAHSIS RIVER","Stream","CM","49.924492316","-126.658280251","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,41516,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-569100-00000-00000-0000-0000-000-000-000-000-000-000","930-566405-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
166,1414,"TAHSISH RIVER","Stream","CM","50.140046194","-127.105292202","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,41881,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-673300-00000-00000-0000-0000-000-000-000-000-000-000","930-673175-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
167,1405,"TATCHU CREEK","Stream","CM","49.882624133","-127.175039157","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,41791,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-635400-00000-00000-0000-0000-000-000-000-000-000-000","930-633195-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
168,1297,"THORNTON CREEK","Stream","CM","48.967015624","-125.5625903","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,40806,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-243600-00000-00000-0000-0000-000-000-000-000-000-000","930-236814-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
169,1367,"TLUPANA RIVER","Stream","CM","49.755757058","-126.385002407","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,41421,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-534200-00000-00000-0000-0000-000-000-000-000-000-000","930-531334-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
170,1316,"TOFINO CREEK","Stream","CM","49.235173334","-125.594806048","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,52206,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-316000-00000-00000-0000-0000-000-000-000-000-000-000","930-311568-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
171,1288,"TOQUART RIVER","Stream","CM","49.034383893","-125.356559208","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,40796,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-230500-00000-00000-0000-0000-000-000-000-000-000-000","930-223732-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
172,1317,"TRANQUIL CREEK","Stream","CM","49.211489957","-125.671098646","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,52216,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-324500-00000-00000-0000-0000-000-000-000-000-000-000","930-320497-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
173,1374,"TSOWWIN RIVER","Stream","CM","49.77804871","-126.637850227","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,41486,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-561300-00000-00000-0000-0000-000-000-000-000-000-000","930-558779-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
174,367,"TWIN RIVERS","Stream","CM","48.950567985","-125.446204636","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,45692,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"",""
175,1292,"TWIN RIVERS EAST CREEK","Stream","CM","48.952036358","-125.443446668","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,39566,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-236100-00000-00000-0000-0000-000-000-000-000-000-000","930-229391-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
176,1293,"TWIN RIVERS WEST CREEK","Stream","CM","48.948473657","-125.447149064","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,39576,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-236300-00000-00000-0000-0000-000-000-000-000-000-000","930-229626-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
177,1274,"UCHUCK CREEK","Stream","CM","49.01501561","-125.052503432","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,40656,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-162900-00000-00000-0000-0000-000-000-000-000-000-000","930-164925-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
178,1305,"UPPER KENNEDY RIVER","Stream Segment","CM","49.128174103","-125.433765779","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,52106,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-306400-00000-00000-0000-0000-000-000-000-000-000-000","930-302211-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
179,1328,"URSUS CREEK","Stream","CM","49.386915757","-125.756537371","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,52326,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-355300-11600-00000-0000-0000-000-000-000-000-000-000","930-350962-112867-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
180,1276,"USELESS CREEK","Stream","CM","48.997878373","-125.054055699","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,40676,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-180600-00000-00000-0000-0000-000-000-000-000-000-000","930-175032-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
181,1277,"VERNON BAY CREEK","Stream","CM","49.00788983","-125.141913852","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,40686,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-186500-00000-00000-0000-0000-000-000-000-000-000-000","930-180736-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
182,1280,"WALLACE CREEK","Stream","CM","49.049061341","-125.164734148","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,40716,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-200400-00000-00000-0000-0000-000-000-000-000-000-000","930-194787-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
183,1318,"WARN BAY CREEK","Stream","CM","49.263178903","-125.725018698","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,52226,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-345500-00000-00000-0000-0000-000-000-000-000-000-000","930-341740-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
184,1340,"WATTA CREEK","Stream","CM","49.458755462","-126.02748693","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,41166,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-410500-00000-00000-0000-0000-000-000-000-000-000-000","930-407135-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
185,1333,"WHITE PINE COVE CREEK","Stream","CM","49.298269932","-125.948480572","WVI","WVI","WVI+WVI","SOUTHWEST VANCOUVER ISLAND","SWVI","49.4286588402039","-126.024917535251","Current","10","CM-10",4,41101,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-383700-00000-00000-0000-0000-000-000-000-000-000-000","930-380655-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
